GEMS Station Number;Local Station Number;Country Name;Water Type;Station Identifier;Station Narrative;Water Body Name;Main Basin;Upstream Basin Area;Elevation;Monitoring Type;Date Station Opened;Responsible Collection Agency;Latitude;Longitude;River Width;Discharge;Max. Depth;Lake Area;Lake Volume;Average Retention;Area of Aquifer;Depth of Impermeable Lining;Production Zone;Mean Abstraction Rate;Mean Abstraction Level
MEX05507;OCGNO3629;Mexico;Lake station;LAGUNA DE TAMIAHUA 3;TAMIAHUA LAGOON 3;;;;-9999;IMPACT;;Comisión Nacional del Agua;21,65112;-97,50542;;;;;;;;;;;
MEX05508;OCGNO3630;Mexico;Lake station;LAGUNA DE TAMIAHUA 2;TAMIAHUA LAGOON 2;;;;3;IMPACT;;Comisión Nacional del Agua;21,5379;-97,3899;;;;;;;;;;;
MEX05509;OCGNO3668;Mexico;River station;BARRA DEL TORDO;BARRA DEL TORDO;;;;15;IMPACT;;Comisión Nacional del Agua;23,065;-97,8211;;;;;;;;;;;
MEX05510;OCGNO3672;Mexico;Lake station;PLAYA TORTUGUERA RANCHO NUEVO 3;PLAYA TORTUGUERA RANCHO NUEVO 3;;;;2;IMPACT;;Comisión Nacional del Agua;23,22944;-97,76881;;;;;;;;;;;
MEX05511;OCGNO3673;Mexico;Lake station;LAGUNA MADRE 1;LAGUNA MADRE 1;;;;1;IMPACT;;Comisión Nacional del Agua;24,27898;-97,71938;;;;;;;;;;;
MEX05512;OCGNO3674;Mexico;Lake station;LAGUNA MADRE 2;LAGUNA MADRE 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;24,44661667;-97,82717222;;;;;;;;;;;
MEX05513;OCGNO3675;Mexico;Lake station;BOCA CATAN;BOCA CATAN;;;;1;IMPACT;;Comisión Nacional del Agua;24,477379;-97,68905;;;;;;;;;;;
MEX05514;OCGNO3677;Mexico;Lake station;LAGUNA MADRE HUMEDAL 1;LAGUNA MADRE WETLAND 1;;;;-9999;IMPACT;;Comisión Nacional del Agua;24,678053;-97,686215;;;;;;;;;;;
MEX05515;OCGNO3678;Mexico;Lake station;LAGUNA MADRE 4;LAGUNA MADRE 4;;;;-9999;IMPACT;;Comisión Nacional del Agua;24,73202;-97,66665;;;;;;;;;;;
MEX05516;OCGNO5524;Mexico;River station;CANAL DE LA CORTADURA, ZONA CENTRO DE TAMPICO;LA CORTADURA CANAL, TAMPICO DOWNTOWN AREA;;PANUCO;;8;IMPACT;;Comisión Nacional del Agua;22,21661;-97,851643;;;;;;;;;;;
MEX05517;OCGNO6527;Mexico;Groundwater station;POZO CONDORSITA N. 1;CONDORSITA WELL N. 1;;PANUCO;;1145;IMPACT;;Comisión Nacional del Agua;22,95678;-99,70181;;;;;;;;;;;
MEX05518;OCLSP3781M1W1;Mexico;Lake station;LAGUNA LA SABANITA 1;LA SABANITA LAGOON 1;;;;7;IMPACT;;Comisión Nacional del Agua;19,8806;-105,38899;;;;;;;;;;;
MEX05519;OCLSP3859W1;Mexico;Lake station;LAGUNA SABANITA 2;SABANITA LAGOON 2;;;;6;IMPACT;;Comisión Nacional del Agua;19,878165;-105,397383;;;;;;;;;;;
MEX05520;OCLSP3888M1;Mexico;Lake station;LAGUNA BARRA DE NAVIDAD 2;LAGUNA BARRA DE NAVIDAD 2;;;;0;IMPACT;;Comisión Nacional del Agua;19,19339;-104,66664;;;;;;;;;;;
MEX05521;OCLSP3889M1;Mexico;Lake station;LAGUNA BARRA DE NAVIDAD 1;LAGUNA BARRA DE NAVIDAD 1;;;;0;IMPACT;;Comisión Nacional del Agua;19,18639;-104,66586;;;;;;;;;;;
MEX05522;OCLSP3890M1;Mexico;Lake station;LAGUNA BARRA DE NAVIDAD 3;LAGUNA BARRA DE NAVIDAD 3;;;;0;IMPACT;;Comisión Nacional del Agua;19,19125;-104,67437;;;;;;;;;;;
MEX05523;OCLSP3891M1;Mexico;Lake station;LAGUNA BARRA DE NAVIDAD 4;LAGUNA BARRA DE NAVIDAD 4;;;;11;IMPACT;;Comisión Nacional del Agua;19,19769;-104,68384;;;;;;;;;;;
MEX05524;OCLSP3894;Mexico;Wetland station;ESTERO LA MANZANILLA 1;ESTERO LA MANZANILLA 1;;;;5;IMPACT;;Comisión Nacional del Agua;19,28637;-104,78812;;;;;;;;;;;
MEX05525;OCLSP3895W1;Mexico;Wetland station;ESTERO LA MANZANILLA 2;ESTERO LA MANZANILLA 2;;;;8;IMPACT;;Comisión Nacional del Agua;19,2915;-104,78896;;;;;;;;;;;
MEX05526;OCLSP3897;Mexico;River station;DESEMBOCADURA RIO PURIFICACION A PLAYA BOCA TECUAN;RIVER MOUTH OF PURIFICACION RIVER TO BOCA TECUAN BEACH;;;;4;IMPACT;;Comisión Nacional del Agua;19,29858;-104,90677;;;;;;;;;;;
MEX05527;OCLSP3903M1W1;Mexico;River station;DESEMBOCADURA DE ARROYO S/NOMBRE A PLAYA PUNTA PERULA 2;MOUTH OF ARROYO S/NOMBRE TO PUNTA PERULA BEACH 2;;;;15;IMPACT;;Comisión Nacional del Agua;19,58433;-105,13443;;;;;;;;;;;
MEX05528;OCLSP3905;Mexico;Wetland station;DESEMBOCADURA RIO SAN NICOLAS A BAHIA LA ALAMANDAS;MOUTH OF SAN NICOLAS RIVER TO LA ALAMANDAS BAY;;;;3;IMPACT;;Comisión Nacional del Agua;19,63908;-105,20924;;;;;;;;;;;
MEX05529;OCLSP3906W1;Mexico;Lake station;LAGUNA CHALACATEPEC 1;CHALACATEPEC LAGOON 1;;;;7;IMPACT;;Comisión Nacional del Agua;19,6479;-105,21404;;;;;;;;;;;
MEX05530;OCLSP3907;Mexico;Lake station;LAGUNA CHALACATEPEC 2;CHALACATEPEC LAGOON 2;;;;7;IMPACT;;Comisión Nacional del Agua;19,666393;-105,208498;;;;;;;;;;;
MEX05531;OCLSP3908;Mexico;Lake station;LAGUNA CHALACATEPEC 3;CHALACATEPEC LAGOON 3;;;;6;IMPACT;;Comisión Nacional del Agua;19,6708;-105,23915;;;;;;;;;;;
MEX05532;OCLSP3910;Mexico;Lake station;LAGUNA LA SABANITA 3;LA SABANITA LAGOON 3;;;;7;IMPACT;;Comisión Nacional del Agua;19,872308;-105,395297;;;;;;;;;;;
MEX05533;OCLSP3911;Mexico;Lake station;LAGUNA LARGO1;LAGUNA LARGO1;;;;0;IMPACT;;Comisión Nacional del Agua;19,73123;-105,27032;;;;;;;;;;;
MEX05534;OCLSP3912;Mexico;Lake station;LAGUNA LARGO4;LAGUNA LARGO4;;;;0;IMPACT;;Comisión Nacional del Agua;19,73204;-105,2813;;;;;;;;;;;
MEX05535;OCLSP3913;Mexico;Lake station;LAGUNA LARGO3;LAGUNA LARGO3;;;;11;IMPACT;;Comisión Nacional del Agua;19,72879;-105,2913;;;;;;;;;;;
MEX05536;OCLSP3915W1;Mexico;Wetland station;ESTERO MAJAHUAS 1;ESTERO MAJAHUAS 1;;;;5;IMPACT;;Comisión Nacional del Agua;19,8289;-105,35995;;;;;;;;;;;
MEX05537;OCLSP3916W1;Mexico;Wetland station;ESTERO MAJAHUAS 2;ESTERO MAJAHUAS 2;;;;7;IMPACT;;Comisión Nacional del Agua;19,83668;-105,35808;;;;;;;;;;;
MEX05538;OCLSP3918W1;Mexico;Wetland station;ESTERO MAJAHUAS 3;ESTERO MAJAHUAS 3;;;;2;IMPACT;;Comisión Nacional del Agua;19,83975;-105,37252;;;;;;;;;;;
MEX05539;OCLSP3919W1;Mexico;Wetland station;ESTERO MAJAHUAS 5;ESTERO MAJAHUAS 5;;;;1;IMPACT;;Comisión Nacional del Agua;19,84531;-105,37691;;;;;;;;;;;
MEX05540;OCLSP3920W1;Mexico;Wetland station;ESTERO MAJAHUAS 4;ESTERO MAJAHUAS 4;;;;6;IMPACT;;Comisión Nacional del Agua;19,86127;-105,39092;;;;;;;;;;;
MEX05541;OCLSP3921W1;Mexico;Wetland station;ESTERO EL CHORRO 1;ESTERO EL CHORRO 1;;;;4;IMPACT;;Comisión Nacional del Agua;19,88262;-105,40586;;;;;;;;;;;
MEX05542;OCLSP3922W1;Mexico;Wetland station;ESTERO EL CHORRO 2;ESTERO EL CHORRO 2;;;;4;IMPACT;;Comisión Nacional del Agua;19,89571;-105,3973;;;;;;;;;;;
MEX05543;OCLSP3923W1;Mexico;Wetland station;ESTERO EL CHORRO 3;ESTERO EL CHORRO 3;;;;8;IMPACT;;Comisión Nacional del Agua;19,90862;-105,39148;;;;;;;;;;;
MEX05544;OCLSP3936M1W1;Mexico;Lake station;LAGUNA COSTERA EL ERMITAÑO 1;COASTAL LAGOON EL ERMITAÑO 1;;;;0;IMPACT;;Comisión Nacional del Agua;19,9735;-105,467396;;;;;;;;;;;
MEX05545;OCLSP3937M1W1;Mexico;Lake station;LAGUNA COSTERA EL ERMITAÑO 2;COASTAL LAGOON EL ERMITAÑO 2;;;;1;IMPACT;;Comisión Nacional del Agua;19,99013;-105,48976;;;;;;;;;;;
MEX05546;OCLSP3938M1;Mexico;Lake station;LAGUNA AGUA DULCE 3;AGUA DULCE 3 LAGOON;;;;0;IMPACT;;Comisión Nacional del Agua;20,03341;-105,50796;;;;;;;;;;;
MEX05547;OCLSP3939M1;Mexico;Lake station;LAGUNA AGUA DULCE 2;FRESHWATER LAGOON 2;;;;0;IMPACT;;Comisión Nacional del Agua;20,04731;-105,51604;;;;;;;;;;;
MEX05548;OCLSP3940M1;Mexico;Lake station;LAGUNA AGUA DULCE 1;FRESH WATER LAGOON 1;;;;1;IMPACT;;Comisión Nacional del Agua;20,06689;-105,52985;;;;;;;;;;;
MEX05549;OCLSP3942;Mexico;Wetland station;DESEMBOCADURA RIO MARABASCO;MARABASCO RIVER MOUTH;;;;5;IMPACT;;Comisión Nacional del Agua;19,15313;-104,5873;;;;;;;;;;;
MEX05550;OCLSP3971M1;Mexico;River station;DESEMBOCADURA ESTERO EL SALADO;EL SALADO ESTUARY MOUTH;;;;5;IMPACT;;Comisión Nacional del Agua;20,66114;-105,24369;;;;;;;;;;;
MEX05551;OCNOR4073;Mexico;Wetland station;ESTERO LA CRUZ BAHIA DE KINO  SEG33, 4 ISA10B;ESTERO LA CRUZ BAHIA DE KINO SEG33, 4 ISA10B;;;;0;IMPACT;;Comisión Nacional del Agua;28,79942;-111,91142;;;;;;;;;;;
MEX05552;OCNOR4074;Mexico;Wetland station;ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 3 ISA10B;ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 3 ISA10B;;;;0;IMPACT;;Comisión Nacional del Agua;28,79781;-111,9155;;;;;;;;;;;
MEX05553;OCNOR4075;Mexico;Wetland station;ESTERO DE LA CRUZ BAHIA DE KINO  SEG33, 2 ISA10B;ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 2 ISA10B;;;;0;IMPACT;;Comisión Nacional del Agua;28,79376;-111,89335;;;;;;;;;;;
MEX05554;OCNOR4076;Mexico;Wetland station;ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 1 ISA10B;ESTERO DE LA CRUZ BAHIA DE KINO SEG33, 1 ISA10B;;;;1;IMPACT;;Comisión Nacional del Agua;28,80502;-111,924076;;;;;;;;;;;
MEX05555;OCNOR4084;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 4;YAVAROS-MORONCARIT WETLANDS 4;;;;0;IMPACT;;Comisión Nacional del Agua;26,71182;-109,44162;;;;;;;;;;;
MEX05556;OCNOR4085;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 1;YAVAROS WETLANDS-MORONCARIT 1;;;;-9999;IMPACT;;Comisión Nacional del Agua;26,68074;-109,43602;;;;;;;;;;;
MEX05557;OCNOR4086;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 2;YAVAROS-MORONCARIT WETLANDS 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;26,68198;-109,49041;;;;;;;;;;;
MEX05558;OCNOR4087;Mexico;Lake station;LAGUNA YAVAROS 2;YAVAROS LAGOON 2;;;;1;IMPACT;;Comisión Nacional del Agua;26,70578;-109,51184;;;;;;;;;;;
MEX05559;OCNOR4088;Mexico;Lake station;LAGUNA YAVAROS 3;YAVAROS LAGOON 3;;;;0;IMPACT;;Comisión Nacional del Agua;26,69173;-109,53416;;;;;;;;;;;
MEX05560;OCNOR4090W1;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 5;YAVAROS-MORONCARIT WETLANDS 5;;;;0;IMPACT;;Comisión Nacional del Agua;26,72099;-109,57809;;;;;;;;;;;
MEX05561;OCNOR4091W1;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 6;YAVAROS-MORONCARIT WETLANDS 6;;;;4;IMPACT;;Comisión Nacional del Agua;26,72269;-109,598;;;;;;;;;;;
MEX05562;OCNOR4093W1;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 3;YAVAROS-MORONCARIT WETLANDS 3;;;;2;IMPACT;;Comisión Nacional del Agua;26,70207;-109,57776;;;;;;;;;;;
MEX05563;OCNOR4094;Mexico;Lake station;LAGUNA YAVAROS 1;YAVAROS LAGOON 1;;;;0;IMPACT;;Comisión Nacional del Agua;26,75058;-109,52795;;;;;;;;;;;
MEX05564;OCNOR4094M1;Mexico;Lake station;LAGUNA YAVAROS 1;YAVAROS LAGOON 1;;;;0;IMPACT;;Comisión Nacional del Agua;26,75058;-109,52795;;;;;;;;;;;
MEX05565;OCNOR4095;Mexico;Lake station;HUMEDALES DE YAVAROS-MORONCARIT 7;YAVAROS-MORONCARIT WETLANDS 7;;;;-9999;IMPACT;;Comisión Nacional del Agua;26,73913;-109,48377;;;;;;;;;;;
MEX05566;OCNOR4099W1;Mexico;River station;RIO MAYO 1;RIO MAYO 1;;;;2;IMPACT;;Comisión Nacional del Agua;26,73923;-109,7828;;;;;;;;;;;
MEX05567;OCNOR4120;Mexico;Lake station;COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 1;BAHIA GUASIMAS LAGOON COMPLEX-ESTERO LOBOS 1;;;;0;IMPACT;;Comisión Nacional del Agua;27,2992;-110,42366;;;;;;;;;;;
MEX05568;OCNOR4123;Mexico;Lake station;BAHIA DE LOBOS 4;BAHIA DE LOBOS 4;;;;-1;IMPACT;;Comisión Nacional del Agua;27,38147;-110,5514;;;;;;;;;;;
MEX05569;OCNOR4125;Mexico;Lake station;COMPLEJO LAGUNAR BAHIA GUASIMAS-ESTERO LOBOS 3;BAHIA GUASIMAS-ESTERO LOBOS LAGOON COMPLEX 3;;;;0;IMPACT;;Comisión Nacional del Agua;27,52822;-110,57856;;;;;;;;;;;
MEX05570;OCNOR4128;Mexico;Wetland station;RIO YAQUI 3;YAQUI RIVER 3;;;;-1;IMPACT;;Comisión Nacional del Agua;27,64876;-110,61094;;;;;;;;;;;
MEX05571;OCNOR4166;Mexico;River station;INDUSTRIAL PESQUERA HERAS, S.A. DE C.V. (AGUAS ARRIBA);INDUSTRIAL PESQUERA HERAS, S.A. DE C.V. (UPSTREAM);;;;1;IMPACT;;Comisión Nacional del Agua;27,87997;-110,86884;;;;;;;;;;;
MEX05572;OCNOR4167;Mexico;River station;INDUSTRIAL PESQUERA HERAS, S.A. DE C.V. (AGUAS ABAJO);INDUSTRIAL PESQUERA HERAS, S.A. DE C.V. (DOWNSTREAM);;;;1;IMPACT;;Comisión Nacional del Agua;27,8802;-110,86709;;;;;;;;;;;
MEX05573;OCNOR4169;Mexico;Wetland station;ESTERO EL SOLDADO 3;ESTERO EL SOLDADO 3;;;;-1;IMPACT;;Comisión Nacional del Agua;27,97189;-110,97128;;;;;;;;;;;
MEX05574;OCNOR4171;Mexico;Wetland station;ESTERO EL SOLDADO 2;ESTERO EL SOLDADO 2;;;;1;IMPACT;;Comisión Nacional del Agua;27,9637;-110,978;;;;;;;;;;;
MEX05575;OCNOR4171W1;Mexico;Wetland station;ESTERO EL SOLDADO 2;ESTERO EL SOLDADO 2;;;;1;IMPACT;;Comisión Nacional del Agua;27,964496;-110,977866;;;;;;;;;;;
MEX05576;OCNOR4172;Mexico;Wetland station;ESTERO EL SOLDADO 1;ESTERO EL SOLDADO 1;;;;0;IMPACT;;Comisión Nacional del Agua;27,95412;-110,977198;;;;;;;;;;;
MEX05577;OCNOR4195;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO 6;LAGOON SYSTEM AGIABAMPO 6;;;;2;IMPACT;;Comisión Nacional del Agua;26,40326;-109,20165;;;;;;;;;;;
MEX05578;OCNOR4196;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO 5;LAGOON SYSTEM AGIABAMPO 5;;;;0;IMPACT;;Comisión Nacional del Agua;26,39273;-109,18453;;;;;;;;;;;
MEX05579;OCNOR4197;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 2;LAGOON SYSTEM AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;26,36729;-109,20431;;;;;;;;;;;
MEX05580;OCNOR4198;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 4;AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO LAGOON SYSTEM 4;;;;1;IMPACT;;Comisión Nacional del Agua;26,32015;-109,26033;;;;;;;;;;;
MEX05581;OCNOR4199;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 1;AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO LAGOON SYSTEM 1;;;;-9999;IMPACT;;Comisión Nacional del Agua;26,32886;-109,16325;;;;;;;;;;;
MEX05582;OCNOR4201W1;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 5;AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 5 LAGOON SYSTEM;;;;7;IMPACT;;Comisión Nacional del Agua;26,35449;-109,12273;;;;;;;;;;;
MEX05583;OCNOR4202W1;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO 4;LAGOON SYSTEM AGIABAMPO 4;;;;0;IMPACT;;Comisión Nacional del Agua;26,30426;-109,12356;;;;;;;;;;;
MEX05584;OCNOR6503;Mexico;Groundwater station;BAVIACORA 1;BAVIACORA 1;;;;574;IMPACT;;Comisión Nacional del Agua;29,71359;-110,15437;;;;;;;;;;;
MEX05585;OCNOR6505;Mexico;Groundwater station;EL MAZOCAHUI;EL MAZOCAHUI;;;;490;IMPACT;;Comisión Nacional del Agua;29,53365;-110,11926;;;;;;;;;;;
MEX05586;OCNOR6506;Mexico;Groundwater station;URES.;URES.;;;;389;IMPACT;;Comisión Nacional del Agua;29,42405;-110,38294;;;;;;;;;;;
MEX05587;OCNOR6507;Mexico;Groundwater station;TOPAHUE;TOPAHUE;;;;295;IMPACT;;Comisión Nacional del Agua;29,26547;-110,62928;;;;;;;;;;;
MEX05588;OCNOR6508;Mexico;Groundwater station;EL MOLINITO;EL MOLINITO;;;;263;IMPACT;;Comisión Nacional del Agua;29,20333;-110,75911;;;;;;;;;;;
MEX05589;OCNOR6513;Mexico;Reservoir station;BOQUILLA ORÉGANO;OREGANO NOZZLE;;;;275;IMPACT;;Comisión Nacional del Agua;29,22709;-110,70955;;;;;;;;;;;
MEX05590;OCNOR6515;Mexico;River station;HACIA EL ACUEDUCTO;TOWARDS THE AQUEDUCT;;;;293;IMPACT;;Comisión Nacional del Agua;29,21265;-110,72855;;;;;;;;;;;
MEX05591;OCNORNUE1;Mexico;Groundwater station;LAS DELICIAS POZO NUEVO;LAS DELICIAS POZO NUEVO;;;;707;IMPACT;;Comisión Nacional del Agua;29,97775;-110,25439;;;;;;;;;;;
MEX05592;OCNORNUE3;Mexico;Groundwater station;SAN PABLO POZO NUEVO;SAN PABLO POZO NUEVO;;;;591;IMPACT;;Comisión Nacional del Agua;29,78405;-110,20267;;;;;;;;;;;
MEX05593;OCPBC4298W1;Mexico;Lake station;ARROYO EL DESCANSO;EL DESCANSO CREEK;;;;13;IMPACT;;Comisión Nacional del Agua;32,202907;-116,911311;;;;;;;;;;;
MEX05594;OCPBC4302;Mexico;Wetland station;ESTERO PUNTA BANDA H-2;ESTERO PUNTA BANDA H-2;;;;-9999;IMPACT;;Comisión Nacional del Agua;31,769076;-116,619714;;;;;;;;;;;
MEX05595;OCPBC4304;Mexico;Wetland station;ESTERO PUNTA BANDA 1;ESTERO PUNTA BANDA 1;;;;1;IMPACT;;Comisión Nacional del Agua;31,7473;-116,626;;;;;;;;;;;
MEX05596;OCPBC4305;Mexico;Wetland station;ESTERO PUNTA BANDA 2;ESTERO PUNTA BANDA 2;;;;1;IMPACT;;Comisión Nacional del Agua;31,732161;-116,635258;;;;;;;;;;;
MEX05597;OCPBC4307;Mexico;Wetland station;ESTERO PUNTA BANDA H-1;ESTERO PUNTA BANDA H-1;;;;4;IMPACT;;Comisión Nacional del Agua;31,699553;-116,632476;;;;;;;;;;;
MEX05598;OCPNO0001RNL21;Mexico;Wetland station;LAGUNA DE AGUAS TERMALES FRACCIONAMIENTO PORTA ALEGRE;HOT SPRINGS LAGOON FRACCIONAMIENTO PORTA ALEGRE;;;;43;IMPACT;;Comisión Nacional del Agua;24,834167;-107,445556;;;;;;;;;;;
MEX05599;OCPNO0002RNL21;Mexico;River station;AGUA INFILTRADA FRACC. VILLA BONITA;INFILTRATED WATER FRACC. VILLA BONITA;;;;77;IMPACT;;Comisión Nacional del Agua;24,752315;-107,389286;;;;;;;;;;;
MEX05600;OCPNO4467;Mexico;River station;RH10-2 SINALOA;RH10-2 SINALOA;;;;5;IMPACT;;Comisión Nacional del Agua;24,57455;-107,68145;;;;;;;;;;;
MEX05601;OCPNO4468;Mexico;River station;RIO CULIACAN 2;CULIACAN RIVER 2;;;;4;IMPACT;;Comisión Nacional del Agua;24,5316;-107,70863;;;;;;;;;;;
MEX05602;OCPNO4469;Mexico;Wetland station;RIO CULIACAN 1;CULIACAN RIVER 1;;;;2;IMPACT;;Comisión Nacional del Agua;24,49616;-107,73111;;;;;;;;;;;
MEX05603;OCPNO4502;Mexico;Lake station;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 3;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 3;;;;-9999;IMPACT;;Comisión Nacional del Agua;25,22018;-108,34882;;;;;;;;;;;
MEX05604;OCPNO4513;Mexico;Lake station;SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 1;SAN IGNACIO-NAVACHISTE-MACAPULE LAGOON SYSTEM 1;;;;-9999;IMPACT;;Comisión Nacional del Agua;25,37967;-108,66451;;;;;;;;;;;
MEX05605;OCPNO4514;Mexico;Lake station;SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 2;SAN IGNACIO-NAVACHISTE-MACAPULE LAGOON SYSTEM 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;25,4458;-108,80312;;;;;;;;;;;
MEX05606;OCPNO4515;Mexico;Lake station;SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 4;SAN IGNACIO-NAVACHISTE-MACAPULE LAGOON SYSTEM 4;;;;3;IMPACT;;Comisión Nacional del Agua;25,56324;-108,8618;;;;;;;;;;;
MEX05607;OCPNO4518;Mexico;Lake station;LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA 2;LAGOONS OF SANTA MARIA TOPOLOBAMPO-OHUIRA 2;;;;0;IMPACT;;Comisión Nacional del Agua;25,65584;-108,99736;;;;;;;;;;;
MEX05608;OCPNO4519;Mexico;Lake station;FRENTE A PEMEX TOPOLOBAMPO SEG36, 1;IN FRONT OF PEMEX TOPOLOBAMPO SEG36, 1;;;;3;IMPACT;;Comisión Nacional del Agua;25,61304;-109,03641;;;;;;;;;;;
MEX05609;OCPNO4520;Mexico;Lake station;FRENTE A PEMEX TOPO.SEG 36, 2 SA8A;IN FRONT OF PEMEX TOPO. SEG 36, 2 SA8A;;;;-2;IMPACT;;Comisión Nacional del Agua;25,60088;-109,03692;;;;;;;;;;;
MEX05610;OCPNO4521;Mexico;Lake station;TOPOLOBAMPO MUELLE SEG36 3 ISA8A;TOPOLOBAMPO PIER SEG36 3 ISA8A;;;;1;IMPACT;;Comisión Nacional del Agua;25,59797;-109,04398;;;;;;;;;;;
MEX05611;OCPNO4522;Mexico;Lake station;LAGUNAS DE SANTA MARIA TOPOLOBAMPO-OHUIRA 1;LAGOONS OF SANTA MARIA TOPOLOBAMPO-OHUIRA 1;;;;2;IMPACT;;Comisión Nacional del Agua;25,59692;-109,0983;;;;;;;;;;;
MEX05612;OCPNO4523;Mexico;Lake station;SISTEMA LAGUNAR SAN IGNACIO-NAVACHISTE-MACAPULE 3;SAN IGNACIO-NAVACHISTE-MACAPULE LAGOON SYSTEM 3;;;;-9999;IMPACT;;Comisión Nacional del Agua;25,49535;-109,00735;;;;;;;;;;;
MEX05613;OCPNO4546;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO 3;AGIABAMPO-BACREHUIS-RIO FUERTE ANTIGUO LAGOON SYSTEM 3;;;;2;IMPACT;;Comisión Nacional del Agua;26,361222;-109,15225;;;;;;;;;;;
MEX05614;OCPNO4547;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO 3;AGIABAMPO LAGOON SYSTEM 3;;;;-9999;IMPACT;;Comisión Nacional del Agua;26,27968;-109,13863;;;;;;;;;;;
MEX05615;OCPNO4548;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO 2;AGIABAMPO LAGOON SYSTEM 2;;;;2;IMPACT;;Comisión Nacional del Agua;26,27107;-109,09144;;;;;;;;;;;
MEX05616;OCPNO4549;Mexico;Lake station;SISTEMA LAGUNAR AGIABAMPO 1;AGIABAMPO LAGOON SYSTEM 1;;;;2;IMPACT;;Comisión Nacional del Agua;26,21159;-109,10863;;;;;;;;;;;
MEX05617;OCPNO4554;Mexico;Lake station;BAHIA DE SANTA M TOPOLOBAMPO-OHUIRA 3;SANTA M BAY TOPOLOBAMPO-OHUIRA 3;;;;0;IMPACT;;Comisión Nacional del Agua;25,76922;-109,30555;;;;;;;;;;;
MEX05618;OCPNO4555W1;Mexico;River station;DESEMBOCADURA RIO SINALOA;SINALOA RIVER MOUTH;;;;0;IMPACT;;Comisión Nacional del Agua;25,28194;-108,49509;;;;;;;;;;;
MEX05619;OCPNO4556;Mexico;Lake station;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 2;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 2;;;;3;IMPACT;;Comisión Nacional del Agua;25,07516;-108,05888;;;;;;;;;;;
MEX05620;OCPNO4556M1;Mexico;Lake station;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 2;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 2;;;;-9999;IMPACT;;Comisión Nacional del Agua;25,06226;-108,09045;;;;;;;;;;;
MEX05621;OCPNO4557;Mexico;Lake station;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 1;LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 1;;;;-9999;IMPACT;;Comisión Nacional del Agua;24,80133;-108,02193;;;;;;;;;;;
MEX05622;OCPNO4568;Mexico;Wetland station;DESEMBOCADURA RIO SAN LORENZO;SAN LORENZO RIVER MOUTH;;;;1;IMPACT;;Comisión Nacional del Agua;24,25007;-107,4132;;;;;;;;;;;
MEX05623;OCPNO4600;Mexico;Wetland station;DESEMBOCADURA RIO ELOTA;ELOTA RIVER MOUTH;;;;1;IMPACT;;Comisión Nacional del Agua;23,87909;-106,93054;;;;;;;;;;;
